"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Nursing Care Services","Physical Therapy Services","Occupational Therapy Services","Speech Pathology Services","Medical Social Services","Home Health Aide Services","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends","Percentage of patients who need unplanned medical care related to a wound that is new, is worse, or has become infected","Percentage of patients whose wounds improved or healed after an operation"
"147870","1ST HOME HEALTHCARE, INC","5875 N LINCOLN AVENUE, SUITE 229","CHICAGO","IL","60659","7732757935","Proprietary",4/28/2006 0:00:00,"Y","Y","Y","N","Y","Y",199,199,199,199,199,199,199,199,199,199,5,199
"459493","1ST MELLINIUM HOME HEALTH SERVICES INC","2730 N STEMMONS FREEWAY STE 706","DALLAS","TX","75207","2149461122","Proprietary",6/23/2000 0:00:00,"Y","Y","Y","Y","Y","Y",37,38,67,67,66,36,52,43,44,50,5,199
"679027","1ST TEXAS HOME HEALTH","2012 KELL BOULEVARD","WICHITA FALLS","TX","76301","9407639500","Proprietary",3/14/2001 0:00:00,"Y","Y","Y","Y","Y","Y",40,55,40,65,66,47,51,39,28,45,5,199
"679029","1ST TEXAS HOME HEALTH","324 MEYER","SEALY","TX","77474","9798770900","Proprietary",3/21/2001 0:00:00,"Y","Y","Y","Y","Y","Y",29,46,45,56,54,38,60,43,24,48,5,53
"458193","1ST TEXAS HOME HEALTH INC","1845 S FM 51 SUITE A","DECATUR","TX","76234","9038929111","Proprietary",10/5/1994 0:00:00,"Y","Y","Y","Y","Y","Y",34,50,61,65,66,28,32,44,34,49,5,86
"377614","21ST CENTURY HOME HEALTH","1421 NORTHWEST 150TH STREET","EDMOND","OK","73013","4053483459","Voluntary Non Profit - Other",9/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",30,24,18,41,64,37,22,53,43,41,5,88
"237511","24-SEVEN HOME HEALTH CARE SERVICES, INC","15565 NORTHLAND DRIVE, SUITE 801W","SOUTHFIELD","MI","48075","2483950060","Proprietary",3/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",25,36,43,62,52,34,56,29,24,67,5,81
"377672","3 D HEALTH CARE, INC","116 WEST MAIN STREET","WILBURTON","OK","74578","9184659001","Government - Combination GOVT & Voluntary",8/5/2004 0:00:00,"Y","Y","N","Y","N","Y",43,28,199,38,60,199,45,52,5,44,5,199
"679422","3M HEALTHCARE SERVICES","7457 HARWIN DRIVE SUITE 200","HOUSTON","TX","77036","7135540806","Proprietary",1/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",26,28,20,76,51,48,54,39,38,51,5,199
"147963","4 SEASONS HOME HEALTHCARE SERVICES CORP","121 S WILKE ROAD, STE #204D","ARLINGTON HEIGHTS","IL","60005","8473942273","Proprietary",5/10/2007 0:00:00,"Y","Y","Y","Y","Y","N",201,201,201,201,201,201,201,201,201,201,201,201
"147766","5 STAR HEALTHCARE, INC","1974 MINER STREET, 1ST FLOOR","DES PLAINES","IL","60016","8472570130","Proprietary",4/5/2004 0:00:00,"Y","Y","Y","Y","Y","Y",38,39,26,60,62,38,46,40,23,52,5,95
"108195","5 STAR HOME HEALTH SERVICES, INC","5104 NORTH ORANGE BLOSSOM TRAIL, SUITE 116","ORLANDO","FL","32810","4072962610","Proprietary",9/1/2005 0:00:00,"Y","Y","Y","Y","Y","Y",32,60,32,93,75,42,74,45,5,47,5,199
"058306","81 HOME HEALTH SERVICES","14442 EAST WHITTIER BLVD SUITE 204","WHITTIER","CA","90605","5623200456","Proprietary",7/15/2005 0:00:00,"Y","Y","Y","Y","Y","Y",33,32,30,76,67,35,42,22,13,69,5,199
"237186","A   D HEALTH CARE PROFESSIONAL","3150 ENTERPRISE","SAGINAW","MI","48603","9892490929","Proprietary",1/22/1986 0:00:00,"Y","Y","Y","Y","Y","Y",40,64,53,63,61,31,63,37,25,59,5,82
"108095","A & A HEALTH SERVICES INC","1140  WEST 50TH STREET, SUITE 200A","HIALEAH","FL","33012","3058252112","Proprietary",9/2/2004 0:00:00,"Y","Y","N","N","Y","Y",27,29,13,89,61,29,29,15,5,84,5,81
"678144","A & A HOME HEALTH SERVICES","7100 REGENCY SQUARE  SUITE 262","HOUSTON","TX","77036","7137838803","Proprietary",2/26/1996 0:00:00,"Y","Y","Y","Y","Y","Y",24,33,35,56,46,43,41,26,25,71,5,67
"108001","A & A HOMECARE, INC","211 NORTH HIGHWAY 71","WEWAHITCHKA","FL","32465","8502273331","Proprietary",11/7/2003 0:00:00,"Y","Y","Y","Y","N","Y",41,51,60,71,60,43,73,29,23,59,5,95
"107759","A & A MEDICAL SERVICES, INC.","4501 PALM AVENUE, STE 101-102","HIALEAH","FL","33012","3055568799","Proprietary",1/29/2003 0:00:00,"Y","Y","Y","N","Y","Y",27,28,11,67,51,23,39,23,5,72,5,199
"457892","A & B HOME HEALTH CARE INC","555 IH 35 SOUTH SUITE 324","NEW BRAUNFELS","TX","78130","8306254837","Proprietary",9/22/2005 0:00:00,"Y","Y","Y","Y","Y","N",30,39,23,42,43,23,55,44,33,47,5,199
"108075","A & B HOME HEALTH INC","4431 DAVIE ROAD, SUITE 119","DAVIE","FL","33314","9543218681","Proprietary",7/15/2004 0:00:00,"Y","Y","Y","Y","Y","Y",32,51,33,51,59,35,56,21,12,73,5,199
"077239","A & B HOMEHEALTH SOLUTIONS, INC","419 WHALLEY AVENUE","NEW HAVEN","CT","06511","2038481986","Proprietary",12/12/2006 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"679451","A & C HEALTH SERVICES","10101 FONDREN ROAD SUITE 220A","HOUSTON","TX","77096","7137718570","Proprietary",3/17/2004 0:00:00,"Y","Y","Y","Y","Y","Y",24,29,42,53,62,50,50,27,25,71,5,199
"679395","A & C HEALTH SERVICES INC","267 HALCYON PL","SAN ANTONIO","TX","78209","2105205335","Proprietary",12/19/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,43,42,58,5,199
"679532","A & G HOME HEALTH SERVICES","301 NELSON STREET","SEABROOK","TX","77586","2812910168","Proprietary",8/9/2006 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,47,5,47,5,199
"679333","A & G PERSONAL PROVIDER SERVICES","318 WATERFRONT DRIVE","SEABROOK","TX","77586","2814742277","Proprietary",9/4/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,54,21,47,5,199
"457998","A & I HEALTHCARE INC","1400 N WESTGATE SUITE 102","WESLACO","TX","78596","9569687017","Proprietary",2/8/2006 0:00:00,"Y","Y","Y","Y","Y","Y",21,19,199,47,81,30,29,32,30,63,5,199
"368130","A & L HOME CARE AND TRAINING CENTER, LLC","6101 STATE ROUTE 7, PO BOX 1010","PROCTORVILLE","OH","45669","7408867623","Proprietary",12/15/2005 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,36,21,62,5,199
"679633","A & T MULTI HEALTHCARE SERVICES","7923 CHANCEL DRIVE","HOUSTON","TX","77071","7137230425","Proprietary",5/11/2007 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"147924","A & Z HOME HEALTH CARE, INC","3232 RIDGE ROAD, SUITE 1","LANSING","IL","60438","7084181608","Proprietary",2/1/2007 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"467200","A - PLUS HOME CARE","1443 NORTH 1200 WEST","OREM","UT","84057","8012250990","Proprietary",2/1/2001 0:00:00,"Y","Y","Y","Y","Y","Y",37,61,38,59,58,34,63,22,13,65,5,72
"367603","A 1 ASSOCIATED NURSES INC","1298 ASHLAND ROAD","MANSFIELD","OH","44905","4195892776","Proprietary",11/1/1994 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"679326","A 1 HOME CARE","535 WEST PURNELL SUITE 150","LEWISVILLE","TX","75057","9722211072","Proprietary",8/22/2003 0:00:00,"Y","Y","Y","Y","Y","Y",34,199,199,90,80,199,81,43,5,56,5,199
"457988","A 1 HOME HEALTH CARE","1112 WITTER","PASADENA","TX","77502","7134752300","Proprietary",1/27/2006 0:00:00,"Y","Y","Y","Y","Y","Y",23,30,32,47,48,15,37,59,13,38,5,199
"367193","A 1 NURSING CARE INC","1855 EAST DUBLIN GRANVILLE ROAD, SUITE 204","COLUMBUS","OH","43229","6143683800","Proprietary",7/16/1982 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,199,199,5,199
"367542","A 1 NURSING CARE OF CLEVELAND","2060 S TAYLOR RD, SUITE 101","CLEVELAND HEIGHTS","OH","44118","2168123437","Proprietary",11/2/1993 0:00:00,"Y","Y","Y","Y","N","Y",11,22,199,18,17,199,27,27,23,77,5,199
"497594","A ALL ABOUT CARE","9327 MIDLOTHIAN TURNPIKE SUITE 2H","RICHMOND","VA","23236","8045605430","Proprietary",11/10/2004 0:00:00,"Y","Y","Y","Y","Y","Y",45,39,24,61,48,21,59,28,15,68,5,79
"267601","A BETTER WAY HOME CARE","15332 MANCHESTER ROAD","ELLISVILLE","MO","63011","6363915353","Proprietary",12/6/2005 0:00:00,"Y","Y","Y","Y","Y","Y",39,65,52,71,59,40,65,39,31,57,5,199
"057433","A C  HOME HEALTH AGENCY, INC.","3870 CRENSHAW BLVD 205","LOS ANGELES","CA","90008","3232945189","Proprietary",10/12/1993 0:00:00,"Y","Y","Y","Y","Y","Y",51,58,74,91,88,62,87,33,6,62,5,199
"457965","A C T HOME HEALTH","4401 I 35 SUITE 208","DENTON","TX","76207","9404842900","Proprietary",12/1/2005 0:00:00,"Y","Y","Y","Y","Y","Y",50,41,49,55,79,46,52,46,36,50,5,199
"679329","A CARE HOME HEALTH SERVICES","5909 WEST LOOP SOUTH SUITE 570","BELLAIRE","TX","77401","7136658200","Proprietary",8/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",24,44,199,74,47,199,37,70,17,28,5,199
"367660","A CARING ALTERNATIVE INC","1220 HURON ROAD","CLEVELAND","OH","44115","2166646544","Proprietary",9/15/1995 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"679071","A CENTER FOR HOME CARE","708 SOUTHVIEW CIRCLE","CENTER","TX","75935","9365919550","Proprietary",9/19/2001 0:00:00,"Y","Y","Y","Y","Y","Y",38,44,41,46,64,37,27,54,34,39,5,199
"679505","A COMPASSIONATE CARE HOME HEALTH SERVICES","4000 S MEDFORD SUITE 17 E","LUFKIN","TX","75901","9366390011","Proprietary",7/14/2006 0:00:00,"Y","Y","Y","Y","Y","Y",27,24,15,29,42,42,10,47,11,46,5,199
"107784","A FAMILIAR FACE HOME HEALTH","5899 WHITFIELD AVENUE, SUITE 107","SARASOTA","FL","34243","9413559474","Voluntary Non Profit - Private",6/26/2003 0:00:00,"Y","Y","N","N","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"107639","A FAMILIAR FACE HOME HEALTH SERVICES, INC.","3222 17TH STREET","SARASOTA","FL","34235","9413659474","Proprietary",4/13/2001 0:00:00,"Y","Y","Y","Y","Y","Y",49,58,199,80,63,46,199,22,17,75,5,95
"677875","A FRIENDLY HOME HEALTH CARE LLC","4811 SHANNON DRIVE","FRISCO","TX","75034","2146186889","Proprietary",3/21/2006 0:00:00,"Y","Y","Y","Y","Y","Y",26,28,42,36,47,37,56,39,26,50,5,199
"137109","A FULL LIFE HEALTHCARE","916 IRONWOOD DRIVE SUITE A","COEUR D'ALENE","ID","83814","2087658016","Proprietary",5/11/2006 0:00:00,"Y","Y","Y","Y","N","Y",41,42,24,54,45,15,49,28,33,63,5,199
"679066","A GOOD HOME HEALTH CARE","1128 W HILDEBRAND","SAN ANTONIO","TX","78201","2107376690","Proprietary",8/6/2001 0:00:00,"Y","Y","Y","Y","Y","Y",34,48,42,77,74,43,54,40,36,50,5,199
"457890","A HEALING TOUCH HOME HEALTH","312 W EXPRESSWAY 83","WESLACO","TX","78596","9564471803","Proprietary",9/15/2005 0:00:00,"Y","Y","Y","Y","Y","Y",31,35,25,22,51,47,26,38,20,52,5,199
"679581","A HEALTHY LIVING HOME HEALTH INC","1003 E BUS 83","DONNA","TX","78537","9564616747","Proprietary",11/6/2006 0:00:00,"Y","Y","Y","Y","Y","N",40,22,199,51,65,34,42,43,37,41,5,199
"677902","A KARYNG HOME HEALTH SERVICES","10039 BISSONNET STREET SUITE #322","HOUSTON","TX","77036","7132727900","Proprietary",4/14/2006 0:00:00,"Y","N","Y","N","N","Y",14,5,22,11,7,199,19,24,19,63,5,199
"368114","A M FRIENDS & FAMILY HEALTHCARE, LLC","2238 SOUTH HAMILTON ROAD, SUITE 100","COLUMBUS","OH","43232","6148663400","Proprietary",10/20/2005 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"058369","A M HOME HEALTH SERVICES, INC","12215 WEST VENTURA BLVD SUITE 207","STUDIO CITY","CA","91604","8189800015","Proprietary",3/16/2007 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"679140","A MISSION OF HOME HEALTH CARE INC","3455 HIGHLAND RD STE 200","DALLAS","TX","75228","2143279656","Proprietary",6/6/2002 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,76,74,25,5,199
"679572","A NEW HOPE HEALTH CARE INC","1118 W PALMA VISTA DR","PALMVIEW","TX","78572","9564243400","Proprietary",10/25/2006 0:00:00,"Y","N","N","N","N","Y",201,201,201,201,201,201,201,201,201,201,201,201
"459323","A ONE PLUS HOME HEALTH CARE AGENCY LLC","107 NORTH CEDAR RIDGE DRIVE SUITE 112","DUNCANVILLE","TX","75116","9722839499","Proprietary",6/27/1997 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,22,18,199,5,199
"679663","A P HOME HEALTH CARE SERVICES LLC","10190 OLD KATY ROAD SUITE 415","HOUSTON","TX","77043","7134642273","Proprietary",8/22/2007 0:00:00,"Y","Y","Y","N","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"677545","A PINEYWOODS HOME HEALTH CARE INC","103D CARRIAGE DRIVE","LUFKIN","TX","75904","9366341617","Proprietary",11/12/1992 0:00:00,"Y","Y","Y","Y","Y","Y",41,47,43,59,65,41,55,48,39,51,5,86
"679082","A PLUS FAMILY CARE LLC","5002 WEST AVENUE","SAN ANTONIO","TX","78213","2105309111","Voluntary Non Profit - Other",10/25/2001 0:00:00,"Y","Y","Y","Y","Y","Y",39,34,41,66,61,41,54,34,28,63,5,87
"277017","A PLUS HEALTH CARE, INC","1300 ASPEN STE 2","HELENA","MT","59601","4064434140","Proprietary",11/28/1973 0:00:00,"Y","Y","Y","Y","Y","Y",45,74,43,62,73,48,67,25,23,71,5,85
"108350","A PLUS HOME CARE AGENCY INC","15600 SW 288 STREET, STE 304-B","HOMESTEAD","FL","33033","3052450051","Proprietary",9/19/2006 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"237552","A PLUS HOME HEALTH CARE","18161 WEST 12 MILE ROAD","LATHRUP VILLAGE","MI","48076","2484430053","Proprietary",2/8/2005 0:00:00,"Y","Y","Y","Y","Y","Y",47,51,63,67,71,49,57,29,20,67,5,199
"108336","A PLUS HOME HEALTH CARE INC","2101 NW 33RD STREET, STE 2900","POMPANO BEACH","FL","33069","9545860770","Proprietary",8/16/2006 0:00:00,"Y","Y","Y","Y","Y","Y",39,46,46,56,58,57,66,28,19,68,5,84
"108101","A PLUS HOME HEALTH CARE INC","14000 MILITARY TRAIL, STE 204-D","DELRAY BEACH","FL","33484","5619210801","Proprietary",10/5/2004 0:00:00,"Y","Y","Y","Y","Y","Y",37,48,47,58,64,43,54,36,7,56,5,91
"157555","A PLUS HOME HEALTH CARE INCORPORATED","2246-A INDUSTRIAL DRIVE","HIGHLAND","IN","46322","2199238772","Proprietary",5/19/2004 0:00:00,"Y","Y","Y","Y","Y","Y",18,20,51,74,49,23,45,46,5,47,5,199
"678381","A PLUS HOME HEALTH SERVICES","900 CHELSEA SUITE #B","EL PASO","TX","79903","9153517312","Proprietary",8/14/1996 0:00:00,"Y","Y","Y","Y","Y","Y",45,41,52,87,59,41,57,43,18,52,5,93
"107644","A S A HOME CARE SVCS INC","8700 WEST FLAGLER STREET, SUITE 110","MIAMI","FL","33174","3054476516","Proprietary",5/9/2001 0:00:00,"Y","Y","Y","Y","Y","Y",44,47,43,66,63,43,59,31,28,66,5,84
"459339","A TOUCH HOME HEALTH CARE LTD","3122 CENTER POINTE DRIVE","EDINBURG","TX","78539","9569280167","Proprietary",7/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",44,40,34,49,66,49,34,38,21,57,5,86
"673157","A TOUCH HOME HEALTH CARE P II LTD","2626 SOUTH LOOP WEST SUITE 515","HOUSTON","TX","77054","7136457505","Proprietary",3/30/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,36,27,59,5,199
"679539","A TRINITY VALLEY HOME HEALTH AND THERAPY SERVICES","300 S PRAIRIEVILLE","ATHENS","TX","75751","9036773500","Proprietary",8/25/2006 0:00:00,"Y","Y","Y","Y","Y","N",45,41,12,32,67,199,29,46,35,46,5,199
"679110","A UNIFIED HOME HEALTH AGENCY INC","2033 MILITARY PARKWAY STE 400 D","MESQUITE","TX","75149","9722167311","Proprietary",2/15/2002 0:00:00,"Y","Y","Y","Y","Y","Y",73,73,94,86,88,199,82,41,5,53,5,199
"107150","A VISITING REDI-NURSE","1800 FOREST HILL BLVD SUITE B-1","WEST PALM BEACH","FL","33406","5614338800","Proprietary",4/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",42,62,44,75,71,46,64,24,17,72,5,95
"108318","A VISITING REDI-NURSE OF SOUTHWEST FLORIDA","1250 TAMIAMI TRAIL NORTH, STE 305","NAPLES","FL","34102","2392625002","Proprietary",6/21/2006 0:00:00,"Y","Y","N","N","Y","Y",40,91,199,66,73,48,83,24,19,72,5,199
"058313","A'S HOME HEALTH CARE, INC","14125 TELEPHONE AVENUE SUITE 14","CHINO","CA","91710","9094659023","Proprietary",10/25/2005 0:00:00,"Y","Y","Y","Y","Y","Y",37,45,32,91,62,23,46,22,9,70,5,199
"147643","A+ HEALTHCARE","890 43RD AVENUE","MOLINE","IL","61265","3097628181","Proprietary",10/10/1996 0:00:00,"Y","Y","Y","N","N","Y",201,201,201,201,201,201,201,201,201,201,199,201
"058331","A+ HOME HEALTH CARE","2825 EAST TAHQUITZ CANYON WAY, #C","PALM SPRINGS","CA","92262","7603235510","Proprietary",5/22/2006 0:00:00,"Y","Y","Y","N","N","Y",49,63,199,71,71,47,70,27,18,67,5,85
"679643","A+ MEDICS SERVICES  INC","3506 SHADOWVISTA COURT","HOUSTON","TX","77082","7138266012","Proprietary",6/18/2007 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"058118","A-1 HOME HEALTH SERVICES INC","525 E LOS ANGELES AVE","SIMI VALLEY","CA","93065","8055848146","Proprietary",6/3/2002 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"237551","A-1 INTERNATIONAL HOMECARE, INC","42217 EAST ANN ARBOR ROAD","PLYMOUTH","MI","48170","7344593758","Proprietary",2/10/2005 0:00:00,"Y","Y","Y","Y","Y","Y",27,49,52,77,63,41,74,24,12,72,5,199
"447259","A-CERTIVE MEDICAL","321 NORTH SPRING STREET, SUITE 200","CLARKSVILLE","TN","37040","9315523782","Proprietary",2/24/1984 0:00:00,"Y","Y","Y","Y","Y","Y",34,48,50,62,53,36,46,32,21,60,5,69
"108187","AA ADVANCED CARE INC","8700 W FLAGLER ST STE 270","MIAMI","FL","33174","3052344122","Proprietary",7/26/2005 0:00:00,"Y","Y","Y","Y","Y","Y",32,44,10,72,59,40,28,32,6,64,5,199
"197403","AAA HOME HEALTH AGENCY","2111 HWY 14","NEW IBERIA","LA","70560","3373670940","Proprietary",4/23/1991 0:00:00,"Y","Y","Y","Y","Y","Y",39,34,52,47,61,43,57,38,31,50,5,89
"679458","AAA HOME HEALTH CARE AGENCY","7610 N STEMMONS FREEWAY SUITE 230","DALLAS","TX","75247","2146370073","Proprietary",4/1/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,54,22,37,5,199
"108015","AAA HOME HEALTH SERVICES, INC","2929 SW 3RD AVENUE, SUITE 520","MIAMI","FL","33129","3058568003","Proprietary",11/24/2003 0:00:00,"Y","Y","N","N","Y","Y",18,15,11,42,46,17,42,34,30,64,5,199
"157525","AAA HOOSIER HOME HEALTH CARE SPECIALISTS INC","5241 FOUNTAIN DR, SUITE D","CROWN POINT","IN","46307","2197362996","Proprietary",9/8/1998 0:00:00,"Y","Y","Y","N","Y","Y",29,44,31,40,45,29,27,58,61,36,5,199
"673135","AAA QUALITY HOME HEALTHCARE","8830 LONG POINT RD STE 206","HOUSTON","TX","77055","7137795959","Proprietary",3/3/2005 0:00:00,"Y","Y","Y","Y","Y","Y",44,199,199,199,74,199,38,23,13,79,5,199
"047308","AAA SOUTHEAST AR ASHLEY CO","208 ALABAMA","CROSSETT","AR","71635","8703647788","Voluntary Non Profit - Private",1/6/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"047307","AAA SOUTHEAST AR CHICOT CO","310 MAIN STREET","LAKE VILLAGE","AR","71653","8702653841","Voluntary Non Profit - Private",1/6/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"047309","AAA SOUTHEAST AR CLEVELAND CO","201 MAIN STREET","RISON","AR","71665","8703257455","Voluntary Non Profit - Private",2/11/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,5,199
"047306","AAA SOUTHEAST AR DREW CO","110 EAST GAINS","MONTICELLO","AR","71657","8703679873","Voluntary Non Profit - Other",1/7/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,17,9,88,5,199
"047313","AAA SOUTHEAST AR GRANT CO","811 EAST CENTER STREET","SHERIDAN","AR","72150","8709424842","Voluntary Non Profit - Private",2/11/1982 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,5,199
"047030","AAA SOUTHEAST AR JEFFERSON CO","709 EAST EIGHTH AVE","PINE BLUFF","AR","71611","8705436300","Voluntary Non Profit - Private",1/5/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,44,38,56,5,199
"047310","AAA SOUTHEAST AR LINCOLN CO","700 SOUTH LINCOLN","STAR CITY","AR","71667","8706285147","Voluntary Non Profit - Private",2/11/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,24,199,199,199,52,41,45,5,199
"047315","AAA SOUTHEAST AR, INC- ARKANSAS CO","2116 SOUTH BUERKLE, SUITE A","STUTTGART","AR","72160","8706737146","Voluntary Non Profit - Private",9/2/1982 0:00:00,"Y","Y","N","N","N","Y",34,199,199,199,62,199,199,49,30,52,5,199
"047314","AAA SOUTHEAST BRADLEY CO","110 EAST CEDAR STREET","WARREN","AR","71671","8702265769","Voluntary Non Profit - Private",8/19/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"679672","AABLE HOMEHEALTH SERVICES INC","3809 CLEARWATER COURT","PLANO","TX","75025","2144041326","Proprietary",9/5/2007 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"107610","AACTION HOME HEALTH CARE","1671 WEST 37 STREET, SUITE 4","HIALEAH","FL","33012","3053624594","Proprietary",2/15/2000 0:00:00,"Y","Y","Y","Y","Y","Y",81,64,74,95,94,80,84,22,18,79,5,199
"679617","AADI HOME  HEALTH","514 E ORANGE AVE","ORANGE GROVE","TX","78372","3613840750","Proprietary",3/26/2007 0:00:00,"Y","Y","Y","Y","Y","N",201,201,201,201,201,201,201,201,201,201,201,201
"679537","AAGES HEALTH CARE","185 KONA DRIVE","BASTROP","TX","78602","5123211885","Proprietary",8/23/2006 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
