"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Nursing Care Services","Physical Therapy Services","Occupational Therapy Services","Speech Pathology Services","Medical Social Services","Home Health Aide Services","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients whose bladder control improves","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who are short of breath less often","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who stay at home after an episode of home health care ends","Percentage of patients who need unplanned medical care related to a wound that is new, is worse, or has become infected","Percentage of patients whose wounds improved or healed after an operation"
"368130","A & L HOME CARE AND TRAINING CENTER, LLC","6101 STATE ROUTE 7","PROCTORVILLE","OH","45669","7408867623","Proprietary",12/15/2005 0:00:00,"Y","Y","Y","Y","N","Y",25,199,199,199,30,199,199,36,7,60,0,199
"679777","A & M NURSING SERVICES LLC","222 W ADAMS AVE SUITE B","HARLINGEN","TX","78550","9564213999","Proprietary",4/23/2008 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"147981","A & S HOME HEALTHCARE, INC","837 S WESTMORE, STE B-26-C","LOMBARD","IL","60148","6306209981","Proprietary",10/4/2007 0:00:00,"Y","Y","N","N","Y","Y",199,199,199,199,199,199,199,48,5,47,0,199
"679633","A & T MULTI HEALTHCARE SERVICES","7923 CHANCEL DRIVE","HOUSTON","TX","77071","7137230425","Proprietary",5/11/2007 0:00:00,"Y","Y","Y","Y","Y","Y",32,30,16,48,54,199,67,21,0,66,0,199
"147924","A & Z HOME HEALTH CARE, INC","3232 RIDGE ROAD, SUITE 1","LANSING","IL","60438","7084181608","Proprietary",2/1/2007 0:00:00,"Y","Y","Y","Y","Y","Y",62,63,72,59,95,71,60,38,6,61,0,199
"467200","A - PLUS HOME CARE","1443 NORTH 1200 WEST","OREM","UT","84057","8012250990","Proprietary",2/1/2001 0:00:00,"Y","Y","Y","Y","Y","Y",49,65,46,66,68,41,70,24,16,66,1,73
"367603","A 1 ASSOCIATED NURSES INC","1298 ASHLAND ROAD","MANSFIELD","OH","44905","4195892776","Proprietary",11/1/1994 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"679326","A 1 HOME CARE","535 WEST PURNELL SUITE 150","LEWISVILLE","TX","75057","9722211072","Proprietary",8/22/2003 0:00:00,"Y","Y","Y","Y","Y","Y",27,199,199,62,52,199,46,35,0,56,0,199
"457988","A 1 HOME HEALTH CARE","1112 WITTER","PASADENA","TX","77506","7134752300","Proprietary",1/27/2006 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,58,62,40,1,199
"367193","A 1 NURSING CARE INC","1855 EAST DUBLIN GRANVILLE ROAD, SUITE 204","COLUMBUS","OH","43229","6143683800","Proprietary",7/16/1982 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"367542","A 1 NURSING CARE OF CLEVELAND","2060 S TAYLOR RD, SUITE 101","CLEVELAND HEIGHTS","OH","44118","2168123437","Proprietary",11/2/1993 0:00:00,"Y","Y","Y","Y","N","Y",22,11,199,34,19,13,17,24,28,78,2,199
"497594","A ALL ABOUT CARE","9327 MIDLOTHIAN TURNPIKE SUITE 2-H","RICHMOND","VA","23236","8045605430","Proprietary",11/10/2004 0:00:00,"Y","Y","Y","Y","Y","Y",41,44,41,60,50,20,55,25,17,71,2,89
"679731","A BETTER HOMECARE","6250 WESTPARK SUITE 211","HOUSTON","TX","77057","7134019423","Proprietary",3/17/2008 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"267601","A BETTER WAY HOME CARE","15332 MANCHESTER ROAD","ELLISVILLE","MO","63011","6363915353","Proprietary",12/6/2005 0:00:00,"Y","Y","Y","Y","Y","Y",49,54,62,58,72,41,60,33,13,67,0,199
"057433","A C  HOME HEALTH AGENCY, INC.","3870 CRENSHAW BLVD 205","LOS ANGELES","CA","90008","3232945189","Proprietary",10/12/1993 0:00:00,"Y","Y","Y","Y","Y","Y",42,39,63,83,84,50,68,32,5,60,0,199
"457965","A C T HOME HEALTH","4401 I 35 SUITE 208","DENTON","TX","76207","9404842900","Proprietary",12/1/2005 0:00:00,"Y","Y","Y","Y","Y","Y",37,39,34,62,56,24,50,35,36,61,1,199
"679329","A CARE HOME HEALTH SERVICES","5909 WEST LOOP SOUTH SUITE 570","BELLAIRE","TX","77401","7136658200","Proprietary",8/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",43,45,40,59,60,46,61,42,0,53,0,199
"677966","A CARE HOME HEALTH SERVICES","19901 SW FRWY SUITE #207","SUGAR LAND","TX","77479","2812071272","Proprietary",5/25/2006 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"367660","A CARING ALTERNATIVE INC","1220 HURON ROAD","CLEVELAND","OH","44115","2166646544","Proprietary",9/15/1995 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"679071","A CENTER FOR HOME CARE","708 SOUTHVIEW CIRCLE","CENTER","TX","75935","9365919550","Proprietary",9/19/2001 0:00:00,"Y","Y","Y","Y","Y","Y",46,42,51,60,59,53,43,41,17,57,1,199
"679505","A COMPASSIONATE CARE HOME HEALTH SERVICES","4000 S MEDFORD SUITE 17 E","LUFKIN","TX","75901","9366390011","Proprietary",7/14/2006 0:00:00,"Y","Y","Y","Y","Y","Y",36,28,41,40,53,50,31,39,36,56,2,199
"107784","A FAMILIAR FACE HOME HEALTH","5899 WHITFIELD AVENUE, SUITE 107","SARASOTA","FL","34243","9413559474","Proprietary",6/26/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,69,71,199,199,35,32,64,3,199
"107639","A FAMILIAR FACE HOME HEALTH SERVICES, INC.","3222 17TH STREET","SARASOTA","FL","34235","9413659474","Proprietary",4/13/2001 0:00:00,"Y","Y","Y","Y","Y","Y",63,65,199,81,74,50,199,23,18,75,0,93
"677875","A FRIENDLY HOME HEALTH CARE LLC","3207 SKYLANE DR SUITE 104","CARROLLTON","TX","75006","9722488282","Proprietary",3/21/2006 0:00:00,"Y","Y","Y","Y","Y","Y",29,20,18,67,57,47,199,39,33,56,1,199
"137109","A FULL LIFE HOME CARE","916 IRONWOOD DRIVE SUITE A","COEUR D'ALENE","ID","83814","2087658016","Proprietary",5/11/2006 0:00:00,"Y","Y","Y","Y","N","Y",42,42,44,49,53,29,49,28,29,60,2,199
"679066","A GOOD HOME HEALTH CARE","4814 WEST AVE  SUITE 210","SAN ANTONIO","TX","78216","2107376690","Proprietary",8/6/2001 0:00:00,"Y","Y","Y","Y","Y","Y",44,50,49,74,86,56,65,22,20,73,1,199
"457890","A HEALING TOUCH HOME HEALTH","312 W EXPRESSWAY 83","WESLACO","TX","78596","9564471803","Proprietary",9/15/2005 0:00:00,"Y","Y","Y","Y","Y","Y",45,43,50,42,65,34,46,20,0,69,0,199
"679581","A HEALTHY LIVING HOME HEALTH INC","1001 E BUS 183","DONNA","TX","78537","9564616747","Proprietary",11/6/2006 0:00:00,"Y","Y","Y","Y","Y","N",27,21,30,25,46,27,11,35,24,51,4,68
"107681","A I T HOME HEALTH INC","6238 PRESIDENTIAL CT STE 1A","FORT MYERS","FL","33919","2393371064","Proprietary",12/28/2001 0:00:00,"Y","Y","Y","Y","Y","Y",55,70,74,75,73,60,74,23,22,74,1,78
"677902","A KARYNG HOME HEALTH SERVICES","10039 BISSONNET STREET SUITE #322","HOUSTON","TX","77036","7132727900","Proprietary",4/14/2006 0:00:00,"Y","N","Y","N","N","Y",199,199,199,199,199,199,199,43,21,55,0,199
"368114","A M FRIENDS & FAMILY HEALTHCARE, LLC","2238 SOUTH HAMILTON ROAD, SUITE 100","COLUMBUS","OH","43232","6148663400","Proprietary",10/20/2005 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,43,53,43,4,199
"058369","A M HOME HEALTH SERVICES, INC","12626 RIVERSIDE DRIVE SUITE 407","VALLEY VILLAGE","CA","91607","8189800015","Proprietary",3/16/2007 0:00:00,"Y","Y","Y","Y","Y","Y",31,35,28,30,37,11,25,21,17,73,0,199
"679140","A MISSION OF HOME HEALTH CARE INC","3455 HIGHLAND RD STE 200","DALLAS","TX","75228","2143279656","Proprietary",6/6/2002 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,49,48,49,3,199
"679572","A NEW HOPE HEALTH CARE INC","1902 W GRIFFIN PARKWAY","MISSION","TX","78572","9564243400","Proprietary",10/25/2006 0:00:00,"Y","N","N","N","N","Y",201,201,201,201,201,201,201,201,201,201,201,201
"459323","A ONE PLUS HOME HEALTH CARE AGENCY LLC","107 NORTH CEDAR RIDGE DRIVE SUITE 112","DUNCANVILLE","TX","75116","9722839499","Proprietary",6/27/1997 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,30,19,71,5,199
"679663","A P HOME HEALTH CARE SERVICES LLC","10190 OLD KATY ROAD SUITE 415","HOUSTON","TX","77043","7134642273","Proprietary",8/22/2007 0:00:00,"Y","Y","Y","N","Y","Y",55,40,34,71,75,41,43,37,32,60,1,199
"107496","A PHYSICIANS CHOICE HOME HEALTH","1326 MALABAR RD, STE 8","PALM BAY","FL","32907","3217261717","Proprietary",6/16/1995 0:00:00,"Y","Y","Y","N","Y","Y",37,64,52,62,72,41,67,31,20,66,2,199
"107493","A PHYSICIANS CHOICE HOME HEALTH SERVICES","2107 SUNRISE BOULEVARD","FORT PIERCE","FL","34950","7724688686","Proprietary",4/19/1995 0:00:00,"Y","Y","Y","Y","Y","Y",43,50,61,60,64,36,65,24,20,74,1,82
"107520","A PHYSICIANS CHOICE HOME HEALTH SERVICES","5400 SOUTH BISCAYNE DRIVE, STE F","NORTH PORT","FL","34287","9414929009","Proprietary",1/9/1996 0:00:00,"Y","Y","Y","Y","Y","Y",34,56,30,54,49,22,53,27,27,63,0,199
"108343","A PHYSICIANS CHOICE HOME HEALTH SERVICES","915 E OCEAN BLVD STE 6-E","STUART","FL","34994","9546235014","Proprietary",8/17/2006 0:00:00,"Y","Y","Y","Y","Y","Y",48,67,35,82,71,58,60,19,17,72,0,199
"677545","A PINEYWOODS HOME HEALTH CARE INC","103D CARRIAGE DRIVE","LUFKIN","TX","75904","9366341617","Proprietary",11/12/1992 0:00:00,"Y","Y","Y","Y","Y","Y",36,35,31,43,50,29,37,43,38,54,1,79
"679082","A PLUS FAMILY CARE LLC","5002 WEST AVENUE","SAN ANTONIO","TX","78213","2105309111","Proprietary",10/25/2001 0:00:00,"Y","Y","Y","Y","Y","Y",37,35,42,70,55,40,54,37,25,57,2,88
"277017","A PLUS HEALTH CARE, INC","1300 ASPEN STE 2","HELENA","MT","59601","4064434140","Proprietary",11/28/1973 0:00:00,"Y","Y","Y","Y","Y","Y",51,60,44,79,69,46,61,25,19,71,1,82
"108350","A PLUS HOME CARE AGENCY INC","15600 SW 288 STREET, STE 304-B","HOMESTEAD","FL","33033","3052450051","Proprietary",9/19/2006 0:00:00,"Y","N","N","N","N","Y",24,19,199,26,33,5,26,20,11,60,1,199
"237552","A PLUS HOME HEALTH CARE","18161 WEST 12 MILE ROAD","LATHRUP VILLAGE","MI","48076","2484430053","Proprietary",2/8/2005 0:00:00,"Y","Y","Y","Y","Y","Y",55,60,67,76,73,44,63,20,18,76,1,199
"108336","A PLUS HOME HEALTH CARE INC","2101 NW 33RD STREET, STE 2900","POMPANO BEACH","FL","33069","9545860770","Proprietary",8/16/2006 0:00:00,"Y","Y","Y","Y","Y","Y",38,31,48,64,60,45,44,28,25,67,2,79
"108101","A PLUS HOME HEALTH CARE INC","1111 HYPOLUXO RD STE 107","LANTANA","FL","33462","5615863400","Proprietary",10/5/2004 0:00:00,"Y","Y","Y","Y","Y","Y",56,51,52,67,70,47,62,28,7,68,1,86
"157555","A PLUS HOME HEALTH CARE INCORPORATED","2246-A INDUSTRIAL DRIVE","HIGHLAND","IN","46322","2199238772","Proprietary",5/19/2004 0:00:00,"Y","Y","Y","Y","Y","Y",26,49,70,69,56,47,58,39,11,55,0,199
"678381","A PLUS HOME HEALTH SERVICES","900 CHELSEA SUITE #B","EL PASO","TX","79903","9153517312","Proprietary",8/14/1996 0:00:00,"Y","Y","Y","Y","Y","Y",51,43,47,69,70,51,56,42,24,53,3,85
"107644","A S A HOME CARE SVCS INC","8700 WEST FLAGLER STREET, SUITE 110","MIAMI","FL","33174","3054476516","Proprietary",5/9/2001 0:00:00,"Y","Y","Y","Y","Y","Y",39,36,25,47,51,41,41,26,14,70,1,91
"467242","A STEP FORWARD LLC","530 WEST 9460 SOUTH, SUITE B","SANDY","UT","84070","8015628564","Proprietary",2/28/2008 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"459339","A TOUCH HOME HEALTH CARE LTD","3122 CENTER POINTE DRIVE","EDINBURG","TX","78539","9569280167","Proprietary",7/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",39,39,32,50,61,43,28,36,21,62,2,75
"673157","A TOUCH HOME HEALTH CARE P II LTD","2626 SOUTH LOOP WEST SUITE 515","HOUSTON","TX","77054","7136457505","Proprietary",3/30/2005 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"679539","A TRINITY VALLEY HOME HEALTH AND THERAPY SERVICES","300 S PRAIRIEVILLE","ATHENS","TX","75751","9036773500","Proprietary",8/25/2006 0:00:00,"Y","Y","Y","Y","Y","N",79,88,99,75,100,88,80,42,41,54,1,199
"679110","A UNIFIED HOME HEALTH AGENCY INC","2033 MILITARY PARKWAY STE 400 D","MESQUITE","TX","75149","9722167311","Proprietary",2/15/2002 0:00:00,"Y","Y","Y","Y","Y","Y",29,27,40,58,59,38,38,34,0,57,0,199
"107150","A VISITING REDI-NURSE","1800 FOREST HILL BLVD SUITE B-1","WEST PALM BEACH","FL","33406","5614338800","Proprietary",4/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",44,54,46,74,69,44,61,20,16,76,1,88
"237695","A Z HOME HEALTH CARE, INC","1481 S CENTER RD, STE B","BURTON","MI","48509","8107427121","Proprietary",6/29/2007 0:00:00,"Y","Y","Y","Y","Y","Y",40,46,51,53,53,40,51,41,46,55,1,199
"147909","1ST ASSIST HOME HEALTHCARE, LLC","1019 WEST WISE ROAD, SUITE 200","SCHAUMBURG","IL","60193","6303393688","Proprietary",1/19/2007 0:00:00,"Y","Y","Y","Y","Y","Y",31,22,29,44,56,21,39,41,24,56,0,75
"459477","1ST CARE HOME HEALTH EL PASO","5862 CROMO SUITE 202","EL PASO","TX","79912","9155870074","Proprietary",11/3/1999 0:00:00,"Y","Y","Y","Y","Y","Y",26,19,199,6,17,14,29,10,8,84,0,92
"679612","1ST CHOICE HEALTHCARE SERVICES INC","2650 FOUNTAIN VIEW DRIVE 316","HOUSTON","TX","77057","7137728100","Proprietary",2/5/2007 0:00:00,"Y","Y","Y","Y","N","Y",10,2,199,10,17,199,17,19,17,77,0,199
"679657","1ST CHOICE HOME HEALTH","721 S I 35 E SUITE 200","DENTON","TX","76205","9403874594","Proprietary",9/1/2007 0:00:00,"Y","Y","Y","Y","Y","Y",34,58,25,47,59,30,60,32,24,61,3,64
"679339","1ST CHOICE HOME HEALTH","5032 JUSTIN SUITE 301","NACOGDOCHES","TX","75965","9365595559","Proprietary",8/21/2003 0:00:00,"Y","Y","Y","Y","Y","Y",61,42,76,81,88,199,83,55,0,44,0,199
"677789","1ST CHOICE HOME HEALTH","101 KINGS PLAZA SUITE H","COMMERCE","TX","75428","9038862666","Proprietary",3/3/1994 0:00:00,"Y","Y","Y","Y","Y","Y",28,29,23,22,41,25,23,49,51,45,2,199
"027020","1ST CHOICE HOME HEALTH CARE, INC","159 E REDOUBT AVENUE","SOLDOTNA","AK","99669","9072605959","Proprietary",1/2/1996 0:00:00,"Y","Y","Y","Y","Y","Y",32,52,20,37,55,40,52,28,19,70,1,80
"108301","1ST CLASS HOME HEALTH INC","8660 W FLAGER ST #121","MIAMI","FL","33144","3052271998","Proprietary",5/15/2006 0:00:00,"Y","Y","N","N","Y","Y",27,23,12,93,78,28,57,31,6,68,0,199
"677890","1ST GENESIS HOME HEALTH SERVICES","8303 WINDFERN RD SUITE A","HOUSTON","TX","77040","7139377494","Proprietary",3/30/2006 0:00:00,"Y","Y","Y","Y","Y","Y",33,47,32,49,49,32,40,42,0,57,0,199
"147870","1ST HOME HEALTHCARE, INC","5875 N LINCOLN AVENUE, SUITE 229","CHICAGO","IL","60659","7732757935","Proprietary",4/28/2006 0:00:00,"Y","Y","Y","N","Y","Y",32,22,199,65,45,199,199,47,45,44,4,199
"459493","1ST MELLINIUM HOME HEALTH SERVICES INC","2730 N STEMMONS FREEWAY STE 706","DALLAS","TX","75207","2149461122","Proprietary",6/23/2000 0:00:00,"Y","Y","Y","Y","Y","Y",43,48,66,65,85,199,45,47,53,37,1,199
"679770","1ST PRECIOUS HOME HEALTHCARE AGENCY","5928 SUMMERWOOD DRIVE","GRAND PRAIRIE","TX","75052","8174178805","Proprietary",3/28/2008 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"679027","1ST TEXAS HOME HEALTH","710 LAMAR SUITE 340","WICHITA FALLS","TX","76301","9407639500","Proprietary",3/14/2001 0:00:00,"Y","Y","Y","Y","Y","Y",37,45,40,68,70,47,37,33,29,56,0,81
"679029","1ST TEXAS HOME HEALTH","324 MEYER","SEALY","TX","77474","9798770900","Proprietary",3/21/2001 0:00:00,"Y","Y","Y","Y","Y","Y",40,52,48,59,65,41,69,36,25,59,1,76
"458193","1ST TEXAS HOME HEALTH INC","1845 S FM 51 SUITE A","DECATUR","TX","76234","9406262266","Proprietary",10/5/1994 0:00:00,"Y","Y","Y","Y","Y","Y",61,44,51,69,72,57,54,46,20,50,3,86
"377614","21ST CENTURY HOME HEALTH","1421 NORTHWEST 150TH STREET","EDMOND","OK","73013","4053483459","Voluntary Non Profit - Other",9/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",31,30,23,35,60,49,41,49,50,45,1,199
"237511","24-SEVEN HOME HEALTH CARE SERVICES, INC","15565 NORTHLAND DRIVE, SUITE 806W","SOUTHFIELD","MI","48075","2483950060","Proprietary",3/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",27,36,56,70,56,51,60,23,18,72,0,199
"377672","3 D HEALTH CARE, INC","116 WEST MAIN STREET","WILBURTON","OK","74578","9184659001","Government - Combination GOVT & Voluntary",8/5/2004 0:00:00,"Y","Y","N","Y","N","Y",35,51,26,55,68,48,51,38,16,53,1,82
"679422","3M HEALTHCARE SERVICES","10615 ROCKLEY ROAD","HOUSTON","TX","77099","7135540806","Proprietary",1/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",38,33,29,63,45,37,52,43,20,47,2,199
"147963","4 SEASONS HOME HEALTHCARE SERVICES CORP","121 S WILKE ROAD, STE #204D","ARLINGTON HEIGHTS","IL","60005","8473942273","Proprietary",5/10/2007 0:00:00,"Y","Y","Y","Y","Y","N",199,199,199,199,199,199,199,199,199,199,199,199
"147766","5 STAR HEALTHCARE, INC","1974 MINER STREET, 1ST FLOOR","DES PLAINES","IL","60016","8472570130","Proprietary",4/5/2004 0:00:00,"Y","Y","Y","Y","Y","Y",31,29,30,67,56,30,51,32,35,50,0,199
"108195","5 STAR HOME HEALTH SERVICES, INC","5104 NORTH ORANGE BLOSSOM TRAIL, SUITE 116","ORLANDO","FL","32810","4072962610","Proprietary",9/1/2005 0:00:00,"Y","Y","Y","Y","Y","Y",33,52,39,93,77,44,65,33,2,57,0,199
"058306","81 HOME HEALTH SERVICES","14442 EAST WHITTIER BLVD SUITE 204","WHITTIER","CA","90605","5623200456","Proprietary",7/15/2005 0:00:00,"Y","Y","Y","Y","Y","Y",29,25,50,43,54,30,59,23,15,72,0,199
"237186","A   D HEALTH CARE PROFESSIONAL","3150 ENTERPRISE","SAGINAW","MI","48603","9892490929","Proprietary",1/22/1986 0:00:00,"Y","Y","Y","Y","Y","Y",44,67,52,63,58,26,66,35,26,61,1,84
"108095","A & A HEALTH SERVICES INC","1140  WEST 50TH STREET, SUITE 200A","HIALEAH","FL","33012","3058252112","Proprietary",9/2/2004 0:00:00,"Y","Y","Y","Y","Y","Y",37,37,4,78,57,28,16,31,6,69,0,199
"678144","A & A HOME HEALTH SERVICES","7100 REGENCY SQUARE  SUITE 262","HOUSTON","TX","77036","7137838803","Proprietary",2/26/1996 0:00:00,"Y","Y","Y","Y","Y","Y",20,18,23,39,37,29,29,38,37,62,2,63
"058313","A'S HOME HEALTH CARE, INC","14125 TELEPHONE AVENUE SUITE 14","CHINO","CA","91710","9094659023","Proprietary",10/25/2005 0:00:00,"Y","Y","Y","Y","Y","Y",32,80,67,88,85,20,64,16,17,78,0,199
"147643","A+ HEALTHCARE","890 43RD AVENUE","MOLINE","IL","61265","3097628181","Proprietary",10/10/1996 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"058331","A+ HOME HEALTH CARE","2825 EAST TAHQUITZ CANYON WAY, #C","PALM SPRINGS","CA","92262","7603235510","Proprietary",5/22/2006 0:00:00,"Y","Y","Y","N","N","Y",63,67,199,58,76,64,69,33,27,60,8,86
"679643","A+ MEDICS SERVICES  INC","11222 RICHMOND AVENUE SUITE 101","HOUSTON","TX","77082","7138266012","Proprietary",6/18/2007 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"108456","A+ QUALITY HOME HEALTH CARE","1700 NW 64 STREET, STE 450","FORT LAUDERDALE","FL","33309","9549280366","Proprietary",8/29/2007 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199,199
"058416","A-1 HOME HEALTH CARE","18600 MAIN STREET, SUITE 275","HUNTINGTON BEACH","CA","92648","7143758900","Proprietary",12/13/2007 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201,201
"058118","A-1 HOME HEALTH SERVICES INC","1919 WILLIAMS ST STE 220","SIMI VALLEY","CA","93065","8055848146","Proprietary",6/3/2002 0:00:00,"Y","Y","Y","Y","Y","Y",49,63,61,54,85,53,36,15,20,82,1,87
"237551","A-1 INTERNATIONAL HOMECARE, INC","42217 EAST ANN ARBOR ROAD","PLYMOUTH","MI","48170","7344593758","Proprietary",2/10/2005 0:00:00,"Y","Y","Y","Y","Y","Y",37,52,48,85,55,35,77,29,7,69,1,199
"108187","AA ADVANCED CARE INC","8700 W FLAGLER ST STE 270","MIAMI","FL","33174","3052344122","Proprietary",7/26/2005 0:00:00,"Y","Y","Y","N","Y","Y",49,62,15,74,63,44,44,29,14,67,0,85
"058380","AAA HOME CARE, INC","541 WEST COLORADO ST SUITE 207","GLENDALE","CA","91204","8186628866","Proprietary",6/18/2007 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,24,7,70,0,199
"197403","AAA HOME HEALTH AGENCY","2111 HWY 14","NEW IBERIA","LA","70560","3373670940","Voluntary Non Profit - Private",4/23/1991 0:00:00,"Y","Y","Y","Y","Y","Y",46,50,37,46,57,33,60,40,29,53,0,74
"679458","AAA HOME HEALTH CARE AGENCY","7610 N STEMMONS FREEWAY SUITE 230","DALLAS","TX","75247","2146370073","Proprietary",4/1/2004 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,41,7,50,0,199
"058410","AAA HOME HEALTH SERVICES, INC","811 WEST MILFORD STREET SUITE A","GLENDALE","CA","91203","8182440698","Proprietary",11/27/2007 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199,199
"108015","AAA HOME HEALTH SERVICES, INC","2929 SW 3RD AVENUE, SUITE 520","MIAMI","FL","33129","3058568003","Proprietary",11/24/2003 0:00:00,"Y","Y","N","N","Y","Y",39,56,199,64,48,28,48,34,32,65,6,199
"157525","AAA HOOSIER HOME HEALTH CARE SPECIALISTS INC","5241 FOUNTAIN DR, SUITE D","CROWN POINT","IN","46307","2197362996","Proprietary",9/8/1998 0:00:00,"Y","Y","Y","N","Y","Y",33,47,42,63,44,48,42,52,62,43,2,199
"673135","AAA QUALITY HOME HEALTHCARE","530 WELLS FARGO DRIVE SUITE 119","HOUSTON","TX","77090","7137795959","Voluntary Non Profit - Private",3/3/2005 0:00:00,"Y","N","Y","Y","Y","Y",46,49,52,56,61,38,51,22,18,75,0,199
