"ProviderNum","ProviderName","StreetAddress","City","State","ZipCode","Telephone","OwnershipType","DateCertified","Nursing Care Services","Physical Therapy Services","Occupational Therapy Services","Speech Pathology Services","Medical Social Services","Home Health Aide Services","Percentage of patients who get better at walking or moving around","Percentage of patients who get better at getting in and out of bed","Percentage of patients who get better at getting to and from the toilet","Percentage of patients who have less pain when moving around","Percentage of patients who get better at bathing","Percentage of patients who get better at taking their medicines correctly (by mouth)","Percentage of patients who get better at getting dressed","Percentage of patients who stay the same (don't get worse) at bathing","Percentage of patients who had to be admitted to the hospital","Percentage of patients who need urgent, unplanned medical care","Percentage of patients who are confused less often"
"679066","A GOOD HOME HEALTH CARE","1128 W HILDEBRAND","SAN ANTONIO","TX","78201","2107376690","Proprietary",8/6/2001 0:00:00,"Y","Y","Y","Y","Y","Y",37,43,199,51,54,31,62,95,35,19,25
"679364","A HOMECARE COM","2605 SOUTH FIRST STREET #216","LUFKIN","TX","75901","9366340111","Proprietary",9/19/2003 0:00:00,"Y","N","N","N","N","Y",19,29,199,14,36,21,25,95,15,21,21
"679140","A MISSION OF HOME HEALTH CARE INC","8035 EAST RLT FREEWAY SUITE 112","DALLAS","TX","75228","2143279656","Proprietary",6/6/2002 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,57,59,199
"459323","A ONE PLUS HOME HEALTH CARE","107 NORTH CEDAR RIDGE DRIVE SUITE 112","DUNCANVILLE","TX","75116","9722839499","Proprietary",6/27/1997 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,199,199,199
"677545","A PINEYWOODS HOME HEALTH CARE","103D CARRIAGE DRIVE","LUFKIN","TX","75904","9366341617","Proprietary",11/12/1992 0:00:00,"Y","Y","Y","Y","Y","Y",28,41,50,40,55,34,51,95,49,43,26
"679082","A PLUS FAMILY CARE LLC","6323 SOVEREIGN RD SUITE 172B","SAN ANTONIO","TX","78229","2105309111","Proprietary",10/25/2001 0:00:00,"Y","Y","Y","Y","Y","Y",31,33,43,61,51,23,45,92,34,16,34
"108101","A PLUS HOME HEALTH CARE INC","14000 MILITARY TRAIL, STE 204-D","DELRAY BEACH","FL","33484","5619210801","Proprietary",10/5/2004 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"157555","A PLUS HOME HEALTH CARE INC","8141 KENNEDY AVE SUITE 2","HIGHLAND","IN","46322","2199238772","Proprietary",5/19/2004 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"157028","1ST CALL HOME HEALTH & HOSPICE","16969 STATE ROAD 3 NORTH","EATON","IN","47338","7652844445","Proprietary",10/1/1968 0:00:00,"Y","Y","Y","Y","Y","Y",38,61,68,59,57,43,71,87,12,15,55
"459477","1ST CARE HOME HEALTH EL PASO","5862 CROMO SUITE 202","EL PASO","TX","79912","9155870074","Proprietary",11/3/1999 0:00:00,"Y","Y","N","N","N","N",16,12,199,24,14,7,71,95,17,12,67
"677789","1ST CHOICE HOME HEALTH","101 KINGS PLAZA SUITE H","COMMERCE","TX","75428","9038862666","Proprietary",3/3/1994 0:00:00,"Y","Y","Y","Y","Y","Y",29,46,68,50,52,33,65,95,44,31,20
"027020","1ST CHOICE HOME HEALTH CARE, INC","159 E REDOUBT AVENUE","SOLDOTNA","AK","99669","9072605959","Proprietary",1/2/1996 0:00:00,"Y","Y","Y","Y","Y","Y",32,52,62,55,58,27,60,95,21,15,19
"107766","1ST CHOICE HOME HEALTH INC","2708 FRUITVILLE ROAD","SARASOTA","FL","34237","8665334778","Proprietary",4/17/2003 0:00:00,"Y","Y","Y","Y","Y","Y",31,46,71,68,58,24,67,95,14,25,45
"459493","1ST MELLINIUM HOME HEALTH SERVICES INC","302 W 9TH STREET SUITE B","DALLAS","TX","75208","2149461122","Proprietary",6/23/2000 0:00:00,"Y","Y","Y","Y","Y","Y",23,38,199,66,56,25,38,95,47,31,33
"679027","1ST TEXAS HOME HEALTH","1621 MIDWESTERN PARKWAY","WICHITA FALLS","TX","76302","9407639500","Proprietary",3/14/2001 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,53,73,199,199,95,32,27,199
"679029","1ST TEXAS HOME HEALTH","916 MEYER","SEALY","TX","77474","9798770900","Proprietary",3/21/2001 0:00:00,"Y","Y","Y","N","Y","Y",30,55,64,53,56,30,60,92,42,22,53
"679429","1ST TEXAS HOME HEALTH","217 WEST BEAUREGARD","SAN ANGELO","TX","76901","3256555099","Proprietary",2/10/2004 0:00:00,"Y","Y","Y","N","Y","Y",199,199,199,199,199,199,199,95,52,45,199
"458193","1ST TEXAS HOME HEALTH INC","101 EAST MAIN","WHITESBORO","TX","76273","9035649111","Proprietary",10/5/1994 0:00:00,"Y","Y","Y","Y","Y","Y",38,60,61,58,61,24,57,90,34,25,52
"377614","21ST CENTURY HOME HEALTH","1421 NORTHWEST 150TH STREET","EDMOND","OK","73013","4053483459","Proprietary",9/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",30,36,53,32,61,44,48,91,56,37,45
"377672","3 D HEALTH CARE, INC","205 WEST MAIN","WILBURTON","OK","74578","9184659001","Proprietary",8/5/2004 0:00:00,"Y","Y","N","N","N","Y",201,201,201,201,201,201,201,201,201,201,201
"679422","3M HEALTHCARE SERVICES","7447 HARWIN DRIVE SUITE 180","HOUSTON","TX","77036","7139537061","Proprietary",1/29/2004 0:00:00,"Y","Y","Y","Y","Y","Y",36,47,56,76,62,53,52,95,18,20,27
"147766","5 STAR HEALTHCARE, INC","8001 N LINCOLN AVENUE, STE, LL1","SKOKIE","IL","60077","8476773905","Proprietary",4/5/2004 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"237186","A   D HEALTH CARE PROFESSIONAL","3150 ENTERPRISE","SAGINAW","MI","48603","9892490929","Proprietary",1/22/1986 0:00:00,"Y","Y","Y","Y","Y","Y",41,51,70,59,60,37,67,91,35,32,47
"108095","A & A HEALTH SERVICES INC","1140  WEST 50TH STREET, SUITE 200A","HIALEAH","FL","33012","3058252112","Proprietary",9/2/2004 0:00:00,"Y","N","N","N","N","Y",201,201,201,201,201,201,201,201,201,201,201
"678144","A & A HOME HEALTH SERVICES","7100 REGENCY SQUARE  SUITE 262","HOUSTON","TX","77036","7137838803","Proprietary",2/26/1996 0:00:00,"Y","Y","Y","Y","Y","Y",30,43,66,32,56,44,51,95,47,41,42
"108001","A & A HOMECARE, INC","452 EAST 4TH STREET","PORT SAINT JOE","FL","32457","8502273331","Proprietary",11/7/2003 0:00:00,"Y","Y","Y","Y","N","Y",49,66,199,41,62,19,199,94,40,30,25
"107759","A & A MEDICAL SERVICES, INC.","4501 PALM AVENUE, STE 101-102","HIALEAH","FL","33012","3055568799","Proprietary",1/29/2003 0:00:00,"Y","Y","N","N","Y","Y",24,199,199,34,62,25,67,95,27,17,199
"108075","A & B HOME HEALTH INC","4431 DAVIE ROAD, SUITE 105","DAVIE","FL","33314","9543218681","Proprietary",7/15/2004 0:00:00,"Y","Y","N","N","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"679451","A & C HEALTH SERVICES","10101 FONDREN ROAD SUITE 220","HOUSTON","TX","77096","7137718570","Proprietary",3/17/2004 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"679395","A & C HEALTH SERVICES INC","1211 SOUTH ALAMO","SAN ANTONIO","TX","78210","2108599201","Proprietary",12/19/2003 0:00:00,"Y","Y","Y","Y","Y","N",199,199,199,199,199,199,199,199,199,199,199
"679333","A & G PERSONAL PROVIDER SERVIC","318 WATERFRONT DRIVE","SEABROOK","TX","77586","2814742277","Proprietary",9/4/2003 0:00:00,"Y","N","N","N","N","Y",40,50,59,53,68,26,73,95,23,25,31
"467200","A - PLUS HOME CARE","1443 NORTH 1200 WEST","OREM","UT","84057","8012250990","Proprietary",2/1/2001 0:00:00,"Y","Y","Y","Y","Y","Y",43,76,79,53,74,36,69,95,30,25,35
"367603","A 1 ASSOCIATED NURSES INC","1298 ASHLAND ROAD","MANSFIELD","OH","44905","4195892776","Proprietary",11/1/1994 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"679326","A 1 HOME CARE","535 WEST PURNELL SUITE 150","LEWISVILLE","TX","75057","9722211072","Proprietary",8/22/2003 0:00:00,"Y","Y","Y","Y","Y","Y",31,31,199,79,58,53,57,95,32,40,199
"367193","A 1 NURSING CARE INC","1855 EAST DUBLIN GRANVILLE ROAD, SUITE 204","COLUMBUS","OH","43229","6148475820","Proprietary",7/16/1982 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,33,199,199
"678381","A PLUS HOME HEALTH SERVICES","900 CHELSEA SUITE #B","EL PASO","TX","79903","9153517312","Proprietary",8/14/1996 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"557420","A PLUS HOME HEALTH SPECIALISTS","1000 LAKES DRIVE STE 230","WEST COVINA","CA","91790","6269189905","Proprietary",7/18/1994 0:00:00,"Y","Y","Y","Y","Y","Y",64,73,91,95,95,80,95,95,10,16,199
"107644","A S A HOME CARE SVCS INC","8700 WEST FLAGLER STREET, SUITE 110","MIAMI","FL","33174","3054476516","Proprietary",5/9/2001 0:00:00,"Y","Y","Y","Y","Y","Y",25,32,47,56,46,37,38,86,31,20,49
"497493","A T HOME CARE","3228 A  WEST CARY STREET","RICHMOND","VA","23221","8043593400","Proprietary",1/20/1995 0:00:00,"Y","Y","Y","Y","Y","Y",47,51,62,62,59,34,68,92,25,24,38
"459339","A TOUCH HOME HEALTH CARE LTD","3122 CENTER POINTE DRIVE","EDINBURG","TX","78539","9569280167","Proprietary",7/10/1997 0:00:00,"Y","Y","Y","Y","Y","Y",36,42,49,44,64,36,62,95,25,14,29
"679110","A UNIFIED HOME HEALTH AGENCY","2033 MILITARY PARKWAY STE 400 D","MESQUITE","TX","75149","9722167311","Proprietary",2/15/2002 0:00:00,"Y","Y","Y","Y","Y","Y",36,37,199,89,68,199,71,95,38,5,199
"108082","A VISITING REDI-NURSE","839 BARTON BLVD, SUITE C","ROCKLEDGE","FL","32955","3215760351","Proprietary",8/6/2004 0:00:00,"Y","Y","Y","Y","N","Y",201,201,201,201,201,201,201,201,201,201,201
"107150","A VISITING REDI-NURSE","1800 FOREST HILL BLVD SUITE B-1","WEST PALM BEACH","FL","33406","5614338800","Proprietary",4/1/1977 0:00:00,"Y","Y","Y","Y","Y","Y",40,53,61,69,71,48,67,95,26,23,50
"067254","A WELLNESS WAY INC","2255 SOUTH BROADWAY","DENVER","CO","80210","3037222208","Proprietary",5/17/1995 0:00:00,"Y","Y","Y","Y","Y","Y",21,41,58,39,48,28,62,86,21,26,38
"147643","A+ HEALTHCARE","1421 5TH AVENUE","MOLINE","IL","61265","3097628181","Proprietary",10/10/1996 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"107645","A+ HEALTHCARE SPECIALISTS","255 SE HWY 19","CRYSTAL RIVER","FL","34429","3525642700","Proprietary",4/28/1999 0:00:00,"Y","Y","Y","Y","Y","Y",44,49,71,67,66,48,75,94,23,24,38
"107646","A+ HEALTHCARE SPECIALISTS","3300 SW 34TH AVENUE, UNIT 104","OCALA","FL","34474","3528614931","Proprietary",9/6/2000 0:00:00,"Y","Y","Y","Y","Y","Y",23,78,199,66,74,30,81,95,31,23,47
"197606","A-1 NURSING REGISTRY, INC.","515 A VEROT SCHOOL ROAD","LAFAYETTE","LA","70508","3372375570","Proprietary",9/27/1993 0:00:00,"Y","Y","Y","Y","Y","Y",37,40,199,199,54,199,199,95,41,45,199
"679111","A-G TOTAL CARE HOME HEALTH SERVICES INC","3228 SOUTHERN DRIVE SUITE 200","GARLAND","TX","75043","9728648080","Proprietary",2/20/2002 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"197403","AAA HOME HEALTH AGENCY","2111 HWY 14","NEW IBERIA","LA","70560","3373670940","Proprietary",4/23/1991 0:00:00,"Y","Y","Y","Y","Y","Y",49,54,73,65,63,42,70,90,45,33,52
"108015","AAA HOME HEALTH SERVICES, INC","1800 SW 27TH AVENUE, SUITE 204","MIAMI","FL","33145","3054611997","Proprietary",11/24/2003 0:00:00,"Y","N","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"157525","AAA HOOSIER HOME HEALTH CARE SPECIALISTS INC","5241 FOUNTAIN DR, SUITE D","CROWN POINT","IN","46307","2197362996","Proprietary",9/8/1998 0:00:00,"Y","Y","Y","Y","Y","Y",31,31,199,56,57,39,48,95,67,65,14
"047308","AAA SOUTHEAST AR ASHLEY CO","208 ALABAMA","CROSSETT","AR","71635","8703647788","Voluntary Non Profit - Private",1/6/1982 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"047307","AAA SOUTHEAST AR CHICOT CO","310 MAIN STREET","LAKE VILLAGE","AR","71653","8702653841","Voluntary Non Profit - Private",1/6/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"047309","AAA SOUTHEAST AR CLEVELAND CO","212 MAIN STREET","RISON","AR","71665","8703257455","Voluntary Non Profit - Private",2/11/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,38,5,199
"047306","AAA SOUTHEAST AR DREW CO","110 EAST GAINS","MONTICELLO","AR","71657","8703679873","Voluntary Non Profit - Other",1/7/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,39,23,199
"047313","AAA SOUTHEAST AR GRANT CO","2071 HIGHWAY 167 SOUTH","SHERIDAN","AR","72150","8709424842","Voluntary Non Profit - Private",2/11/1982 0:00:00,"Y","Y","Y","Y","N","Y",26,199,199,11,34,199,199,95,26,28,199
"047030","AAA SOUTHEAST AR JEFFERSON CO","709 EAST EIGHTH AVE","PINE BLUFF","AR","71611","8705436300","Voluntary Non Profit - Private",1/5/1982 0:00:00,"Y","Y","N","N","N","Y",13,21,199,18,38,10,24,95,27,34,199
"047310","AAA SOUTHEAST AR LINCOLN CO","700 SOUTH LINCOLN","STAR CITY","AR","71667","8706285147","Voluntary Non Profit - Private",2/11/1982 0:00:00,"Y","Y","N","N","N","Y",10,199,199,37,199,199,199,199,23,15,199
"047315","AAA SOUTHEAST AR, INC- ARKANSAS CO","2116 SOUTH BUERKLE, SUITE C","STUTTGART","AR","72160","8706737146","Voluntary Non Profit - Private",9/2/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,23,27,199
"047314","AAA SOUTHEAST BRADLEY CO","110 EAST CEDAR STREET","WARREN","AR","71671","8702265769","Voluntary Non Profit - Private",8/19/1982 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"047158","AAA WESTERN AR FRANKLIN CO","317 WEST COMMERCIAL","OZARK","AR","72949","4796674870","Voluntary Non Profit - Private",7/1/1995 0:00:00,"Y","Y","Y","Y","Y","Y",38,54,62,65,67,36,55,95,17,17,22
"047156","AAA WESTERN AR LOGAN CO","333 SOUTH FIRST STREET","PARIS","AR","72855","4799636868","Voluntary Non Profit - Private",7/1/1995 0:00:00,"Y","Y","Y","Y","Y","Y",41,57,199,43,67,44,51,95,20,20,29
"047162","AAA WESTERN AR POLK CO","600 SEVENTH STREET","MENA","AR","71953","4793945458","Voluntary Non Profit - Private",7/1/1995 0:00:00,"Y","Y","Y","Y","Y","Y",41,34,63,78,60,46,56,95,10,17,12
"047157","AAA WESTERN AR SCOTT CO","1325 CLYDE HAWKINS DRIVE","WALDRON","AR","72958","4796374795","Voluntary Non Profit - Private",7/1/1995 0:00:00,"Y","Y","N","N","N","Y",199,199,199,199,199,199,199,199,21,26,199
"047034","AAA WESTERN AR SEBASTIAN CO","524 GARRISON AVENUE","FORT SMITH","AR","72902","4797835550","Voluntary Non Profit - Other",1/19/1982 0:00:00,"Y","Y","Y","Y","Y","Y",31,28,42,40,50,31,41,95,25,23,17
"107610","AACTION HOME HEALTH CARE","1671 WEST 37 STREET, SUITE 4","HIALEAH","FL","33012","3053624594","Proprietary",2/15/2000 0:00:00,"Y","Y","Y","Y","Y","Y",45,61,68,91,77,54,77,95,10,15,60
"147692","ABBEY ST. CLAIRE QUALITY CARE","3415 N ODELL AVENUE","CHICAGO","IL","60634","7738369306","Proprietary",9/15/1997 0:00:00,"Y","Y","Y","Y","Y","Y",31,65,199,77,78,64,79,95,12,14,69
"679344","ABBIE HEALTH CARE INC","4423 NW LOOP 410 SUITE 102","SAN ANTONIO","TX","78229","2103417800","Proprietary",9/22/2003 0:00:00,"Y","Y","Y","Y","Y","Y",23,31,66,65,52,40,53,95,32,29,35
"368014","ABBOTT HOME CARE, INC","209 MARION PIKE","IRONTON","OH","45638","7405349908","Proprietary",3/17/2003 0:00:00,"Y","Y","Y","Y","Y","Y",29,49,199,41,29,199,38,92,63,44,199
"397255","ABBY HEALTH CARE INC","287 EDISON STREET","UNIONTOWN","PA","15401","7244398330","Proprietary",7/6/1984 0:00:00,"Y","Y","Y","Y","Y","Y",40,51,54,57,49,41,38,82,37,38,58
"679129","ABBY HOME HEALTH","1401 WEST WHEELER","ARANSAS PASS","TX","78336","3617589336","Proprietary",4/26/2002 0:00:00,"Y","Y","Y","Y","Y","Y",49,43,44,40,65,54,63,95,45,33,36
"367519","ABC HEALTH CARE INC","1605 HOLLAND ROAD, SUITE A1","MAUMEE","OH","43537","4198939700","Proprietary",5/5/1993 0:00:00,"Y","Y","Y","Y","Y","Y",24,62,199,43,48,22,48,82,39,38,52
"367796","ABC HOME CARE AND NURSING SERVICES","2021 EAST DUBLIN-GRANVILLE RD, SUITE 248","COLUMBUS","OH","43229","6148823320","Proprietary",7/24/2002 0:00:00,"Y","Y","Y","N","N","Y",199,199,199,199,199,199,199,199,199,199,199
"368017","ABC HOME CARE, INC.","3000 SHILOH SPRINGS ROAD","TROTWOOD","OH","45426","9378543800","Proprietary",6/17/2003 0:00:00,"Y","Y","Y","Y","Y","Y",39,199,199,199,41,199,199,88,48,21,199
"459054","ABICARE HOME HEALTH LLC","2964 LBJ FREEWAY SUITE 301","DALLAS","TX","75234","9722412419","Proprietary",1/3/1997 0:00:00,"Y","Y","Y","Y","Y","Y",40,45,66,61,69,39,67,95,26,25,41
"197431","ABIDE HOME CARE SERVICES, INC","ONE SEINE COURT - SUITE 500","NEW ORLEANS","LA","70114","5043661876","Proprietary",1/2/1992 0:00:00,"Y","Y","Y","Y","Y","Y",37,37,38,18,50,34,49,95,44,37,29
"679145","ABIDING HOME HEALTH LLC","14622 JONES MALTSBERGER BLDG A SUITE 200","SAN ANTONIO","TX","78247","2104030901","Proprietary",6/27/2002 0:00:00,"Y","Y","Y","Y","Y","Y",47,53,199,40,57,42,59,95,25,19,28
"457564","ABILENE HOME HEALTH PROF CARE","265 SOUTH LEGGETT DRIVE SUITE 1","ABILENE","TX","79605","9156729454","Proprietary",2/20/1984 0:00:00,"Y","Y","Y","Y","N","Y",64,56,70,72,80,41,75,95,17,7,24
"397145","ABINGTON MEMORIAL HOSPITAL  HOME CARE","2510 MARYLAND ROAD SUITE 250","WILLOW GROVE","PA","19090","2154815800","Voluntary Non Profit - Other",9/9/1980 0:00:00,"Y","Y","Y","Y","Y","Y",35,52,64,64,61,40,65,89,27,23,52
"067429","ABLE CARE HOME HEALTH","1450 S HAVANA ST #504","AURORA","CO","80012","3033443364","Proprietary",3/17/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,21,30,199
"337281","ABLE HEALTH CARE SVS INC CHHA","25 NEWBRIDGE RD, SUITE 415","HICKSVILLE","NY","11801","5165468000","Proprietary",3/29/1991 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,199,199,199,199
"679412","ABLE HOME HEALTH","910 COLLIER STREET  SUITE 227","FORT WORTH","TX","76102","8173328855","Proprietary",1/16/2004 0:00:00,"Y","Y","Y","Y","Y","Y",36,54,199,53,70,199,199,95,34,12,199
"017041","ABLE HOME HEALTH INC","1088 9TH AVENUE, S W","BESSEMER","AL","35022","2054286322","Proprietary",8/4/1982 0:00:00,"Y","Y","Y","Y","Y","Y",42,48,65,49,58,40,74,92,24,13,32
"557766","ABLE HOME HEALTH, INC","24325 SAN FERNANDO RD STE 102","SANTA CLARITA","CA","91321","6612545050","Proprietary",1/15/1997 0:00:00,"Y","Y","Y","Y","Y","Y",32,42,49,60,52,30,53,92,21,20,31
"147734","ABLE HOME HEALTH, LLC","4249 E STATE ST #205","ROCKFORD","IL","61108","8153992600","Proprietary",2/24/2003 0:00:00,"Y","Y","Y","Y","Y","Y",23,56,60,49,62,43,71,93,21,21,45
"368039","ABLE SUPPORT SERVICES, INC","2021 EAST DUBLIN GRANVILLE ROAD, SUITE 250","COLUMBUS","OH","43229","6144363791","Proprietary",12/10/2003 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,199,199,199
"679261","ABLECARE HOME HEALTH","414 E LOOP 281 SUITE 18","LONGVIEW","TX","75601","9032360020","Proprietary",4/18/2003 0:00:00,"Y","Y","Y","Y","Y","Y",199,199,199,199,199,199,199,95,48,30,199
"227478","ABP BEST HOME CARE AGENCY, INC","17 HENSHAW STREET","BRIGHTON","MA","02135","6177798400","Proprietary",5/10/2004 0:00:00,"Y","Y","N","N","N","Y",201,201,201,201,201,201,201,201,201,201,201
"679228","ABSOLUTE BEST CARE HOME HEALTH","1400 WEST SAM HOUSTON PARKWAY NORTH #250","HOUSTON","TX","77043","7134676744","Proprietary",2/28/2003 0:00:00,"Y","Y","Y","Y","Y","Y",31,29,199,31,40,35,199,95,47,34,14
"459481","ABSOLUTE HOME CARE","1200 EAST FM 2410","HARKER HEIGHTS","TX","76548","2546982998","Proprietary",2/10/2000 0:00:00,"Y","Y","N","N","N","Y",28,34,199,67,37,27,199,94,33,29,26
"178044","ABSOLUTE HOME HEALTH CARE","9415 E HARRY SUITES 204 AND 205","WICHITA","KS","67207","3168321347","Proprietary",8/18/1997 0:00:00,"Y","Y","Y","Y","Y","Y",52,59,83,64,88,34,92,95,54,42,35
"107783","ABSOLUTE HOME HEALTHCARE","1000 W EMMETT STREET, SUITE 202","KISSIMMEE","FL","34741","4078709336","Proprietary",5/23/2003 0:00:00,"Y","Y","Y","Y","Y","Y",41,55,58,56,68,44,65,92,29,26,36
"368068","ABSOLUTE NURSING CARE","5082 WARRENSVILLE CENTER ROAD","MAPLE HEIGHTS","OH","44137","2164752047","Proprietary",9/28/2004 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"367754","ABSOLUTE SKILLED HOME HEALTH, INC","7235 WHIPPLE AVENUE NW, PO BOX 2880","NORTH CANTON","OH","44720","3304988218","Proprietary",8/29/1997 0:00:00,"Y","Y","Y","Y","Y","Y",35,59,47,61,46,20,59,91,19,20,30
"459491","ABSOLUTECARE HEALTH SERVICES","2611 NORTH BELTLINE ROAD SUITE 107","SUNNYVALE","TX","75182","9722265093","Proprietary",6/13/2000 0:00:00,"Y","Y","N","N","Y","Y",199,199,199,199,199,199,199,199,52,50,199
"459311","ABUNDANT HEALTH CARE SERVICES","1305 EAST NOLANA SUITE B & C","EDINBURG","TX","78539","9566310012","Proprietary",6/26/1997 0:00:00,"Y","Y","N","N","N","Y",29,26,53,22,61,17,49,95,33,25,10
"367522","AC HOMENURSING SERVICES INC","3200 WEST MARKET STREET, SUITE 107","AKRON","OH","44333","3308670000","Proprietary",6/23/1993 0:00:00,"Y","Y","Y","Y","N","Y",199,199,199,199,199,199,199,199,70,55,199
"337423","ACACIA CERTIFIED HOME CARE CO","229 ELIZABETH STREET","UTICA","NY","13501","3152660614","Voluntary Non Profit - Private",8/26/2004 0:00:00,"Y","Y","Y","Y","Y","Y",201,201,201,201,201,201,201,201,201,201,201
"367162","ACADEMY HEALTH SERVICES INC","2621 WILMINGTON PIKE","DAYTON","OH","45419","9372936631","Proprietary",1/12/1982 0:00:00,"Y","Y","Y","Y","Y","Y",27,73,199,63,67,29,72,88,39,24,199
"197060","ACADIAN HOMECARE, LLC","420 WEST PINHOOK STE B","LAFAYETTE","LA","70503","3372358185","Proprietary",5/23/1979 0:00:00,"Y","Y","Y","Y","Y","Y",45,37,59,60,61,38,61,95,41,21,33
"679097","ACC HEALTH SERVICES INC","6001 SAVOY SUITE 501","HOUSTON","TX","77036","7135321980","Proprietary",1/8/2002 0:00:00,"Y","Y","Y","Y","Y","Y",44,58,199,72,81,52,77,95,42,5,199
